IncidentNumber,DateTimeOfCall,CalYear,FinYear,TypeOfIncident,PumpCount,PumpHoursTotal,HourlyNominalCost(£),IncidentNominalCost(£),PropertyType,PropertyCategory,IsBariatric,SpecialServiceTypeCategory,SpecialServiceType,FinalDescription,WardCode,WardName,BoroughCode,BoroughName,StnGroundName,Postcode
25242111,20/02/2011 02:00,2011,2010/11,Special Service,1,1,260,260,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assistance to other agencies,ASSIST LAS WITH HEAVY PATIENT,E05011467,Crystal Palace & Upper Norwood,E09000008,Croydon,Woodside,SE25
25936111,21/02/2011 13:42,2011,2010/11,Special Service,2,5,260,1300,Self contained Sheltered Housing ,Dwelling,1,Effecting entry/exit,Effecting entry/exit - To medical case,ASSIST LAS WITH HEAVY PATIENT,E05011470,New Addington North,E09000008,Croydon,Addington,CR0
30200111,02/03/2011 04:16,2011,2010/11,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS WITH REMOVING PATIENT,E05000479,Custom House,E09000025,Newham,Plaistow,E16
47112,04/03/2011 07:54,2011,2010/11,Special Service,1,2,260,520,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS WITH HEAVY PATIENT,E05000273,Hornsey,E09000014,Haringey,Hornsey,N8
31494111,04/03/2011 19:16,2011,2010/11,Special Service,1,3,260,780,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS WITH REMOVAL OF HEAVY PATIENT,E05000432,Streatham Wells,E09000022,Lambeth,West Norwood,SW16
43214111,26/03/2011 05:44,2011,2010/11,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS WITH OVERWEIGHT PATIENT,E05000029,Chadwell Heath,E09000002,Barking and Dagenham,Dagenham,RM6
46185111,31/03/2011 18:25,2011,2010/11,Special Service,1,2,260,520,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,TO ASSIST LAS WITH HEAVY PATIENT - LIFE THREATENING,E05000283,White Hart Lane,E09000014,Haringey,Tottenham,N17
47089111,02/04/2011 10:51,2011,2011/12,Special Service,1,2,260,520,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Medical Incident,Medical incident - Lift person ,TO ASSIST LAS WITH HEAVY PATIENT,E05000276,Northumberland Park,E09000014,Haringey,Tottenham,N17
48788111,05/04/2011 09:22,2011,2011/12,Special Service,2,3,260,780,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Evacuation (no fire),Evacuation - Other reason ,ASSIST LAS WITH LIFTING HEAVY PATIENT,E05000250,Addison,E09000013,Hammersmith and Fulham,Hammersmith,W14
52341111,10/04/2011 21:04,2011,2011/12,Special Service,1,1,260,260,Sheltered Housing : not self contained ,Other Residential,1,Assist other agencies,Other assistance to police/ambulance,ASSIST AMBULANCE WITH HEAVY PATIENT,E05000419,Clapham Town,E09000022,Lambeth,Clapham,SW4
52779111,11/04/2011 13:53,2011,2011/12,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS WITH HEAVY PAITENT,E05000435,Tulse Hill,E09000022,Lambeth,West Norwood,SW2
56616111,17/04/2011 12:40,2011,2011/12,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST AMBULANCE WITH 40 STONE PATIENT,E05000295,Kenton West,E09000015,Harrow,Stanmore,HA3
59684111,22/04/2011 02:07,2011,2011/12,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST AMBULANCE LIFT HEAVY PATIENT WITH CHEST PAINS,E05000029,Chadwell Heath,E09000002,Barking and Dagenham,Dagenham,RM6
60063111,22/04/2011 16:24,2011,2011/12,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST AMB AND POLICE WITH HEAVY PATIENT,E05009393,Courtfield,E09000020,Kensington and Chelsea,Chelsea,SW7
81214111,25/05/2011 13:44,2011,2011/12,Special Service,1,2,260,520,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS WITH REMOVAL OF HEAVY PATIENT,E05000272,Highgate,E09000014,Haringey,Hornsey,N6
101396111,29/06/2011 10:38,2011,2011/12,Special Service,1,3,260,780,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assistance to other agencies,ASSIST LAS WITH LARGE FEMALE PATIENT IN CARDIAC ARREST,E05000366,Barnsbury,E09000019,Islington,Euston,N1
101426111,29/06/2011 12:10,2011,2011/12,Special Service,1,1,260,260,Bungalow - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,LARGE PATIENT STUCK IN BATH,E05009381,London Fields,E09000012,Hackney,Homerton,E8
101473111,29/06/2011 13:22,2011,2011/12,Special Service,1,1,260,260,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assistance to other agencies,ASSIST AMBULANCE WITH LARGE PATIENT,E05000366,Barnsbury,E09000019,Islington,Euston,N1
107708111,09/07/2011 09:59,2011,2011/12,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS WITH HEAVY PATIENT,E05000304,Wealdstone,E09000015,Harrow,Stanmore,HA3
115468111,22/07/2011 12:18,2011,2011/12,Special Service,1,2,260,520,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Other rescue/release of persons,Rescue/Release of persons - From height,TO ASSIST AMBULANCE WITH REMOVAL OF HEAVY PATIENT,E05000045,Childs Hill,E09000003,Barnet,West Hampstead,NW11
120994111,31/07/2011 08:10,2011,2011/12,Special Service,1,2,260,520,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST AMBULANCE WITH HEAVY PATIENT,E05000117,Darwin,E09000006,Bromley,Biggin Hill,TN16
135592111,18/08/2011 16:03,2011,2011/12,Special Service,1,2,260,520,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST LAS WITH HEAVY PATIENT,E05000568,The Wrythe,E09000029,Sutton,Wallington,SM5
143050111,01/09/2011 17:52,2011,2011/12,Special Service,1,1,260,260,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST AMBULANCE WITH HEAVY PATIENT,E05000298,Pinner South,E09000015,Harrow,Harrow,HA5
144170111,03/09/2011 15:46,2011,2011/12,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS WITH HEAVY PATIENT,E05000284,Woodside,E09000014,Haringey,Hornsey,N22
145579111,06/09/2011 10:09,2011,2011/12,Special Service,1,2,260,520,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Chest Pain / Cardiac Arrest / Heart condition ,ASSIST AMBULANCE CREW WITH HEAVY PATIENT,E05011226,Falconwood & Welling,E09000004,Bexley,Eltham,DA16
149067111,12/09/2011 18:32,2011,2011/12,Special Service,1,2,260,520,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST AMBULANCE WITH HEAVY PATIENT,E05000224,Middle Park and Sutcliffe,E09000011,Greenwich,Eltham,SE9
158185111,29/09/2011 04:56,2011,2011/12,Special Service,2,3,260,780,Bus/coach ,Road Vehicle,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS TO REMOVE HEAVY CASUALTY  FROM BUS,E05000477,Canning Town North,E09000025,Newham,Poplar,E16
170386111,19/10/2011 02:30,2011,2011/12,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST AMBULANCE WITH HEAVY PATIENT WHO HAS FALLEN,E05000120,Kelsey and Eden Park,E09000006,Bromley,Woodside,BR3
181534111,07/11/2011 13:24,2011,2011/12,Special Service,1,1,260,260,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST LAS WITH HEAVY PATIENT,E05011485,South Norwood,E09000008,Croydon,Woodside,SE25
186945111,18/11/2011 12:10,2011,2011/12,Special Service,1,1,260,260,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST LAS WITH LARGE PATIENT,E05000207,Southbury,E09000010,Enfield,Enfield,EN1
197156111,08/12/2011 15:39,2011,2011/12,Special Service,1,2,260,520,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS WITH HEAVY PATIENT,E05000527,St. Margarets and North Twickenham,E09000027,Richmond upon Thames,Heston,TW1
198749111,11/12/2011 14:39,2011,2011/12,Special Service,1,1,260,260,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Other rescue/release of persons,Rescue/Release of persons - From height,ASSIST AMBULANCE WITH HEAVY PATIENT,E05000320,St. Andrew's,E09000016,Havering,Hornchurch,RM12
200108111,14/12/2011 04:59,2011,2011/12,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Assistance to other agencies,ASSIST LAS IN REMOVAL OF HEAVY PATIENT,E05000561,Nonsuch,E09000029,Sutton,Sutton,SM3
202577111,18/12/2011 20:26,2011,2011/12,Special Service,1,2,260,520,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS WITH HEAVY PATIENT,E05011115,St. Giles,E09000028,Southwark,Peckham,SE5
207645111,29/12/2011 17:39,2011,2011/12,Special Service,1,1,260,260,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS WITH HEAVY PATIENT,E05011245,Hainault,E09000026,Redbridge,Hainault,IG7
3509121,08/01/2012 09:43,2012,2011/12,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST AMBULANCE CREW WITH HEAVY PATIENT,E05009329,St. Dunstan's,E09000030,Tower Hamlets,Bethnal Green,E1
4529121,10/01/2012 12:21,2012,2011/12,Special Service,1,2,260,520,Other Residential Home ,Other Residential,1,Assist other agencies,Assistance to other agencies,ASSIST AMB WITH 72 STONE HEAVY PATIENT,E05000100,Stonebridge,E09000005,Brent,Park Royal,NW10
14195121,04/02/2012 05:51,2012,2011/12,Special Service,1,2,260,520,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,FEMALE FALLEN BETWEEN BED AND WALL,E05000436,Vassall,E09000022,Lambeth,Brixton,SE5
17988121,11/02/2012 08:34,2012,2011/12,Special Service,1,2,260,520,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST AMB WITH HEAVY PATIENT  LIFE THREATENING,E05009383,Springfield,E09000012,Hackney,Stoke Newington,E5
19312121,12/02/2012 22:39,2012,2011/12,Special Service,1,1,260,260,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST LAS WITH HEAVY PATIENT,E05000254,Fulham Broadway,E09000013,Hammersmith and Fulham,Fulham,SW6
19884121,13/02/2012 20:55,2012,2011/12,Special Service,1,1,260,260,Self contained Sheltered Housing ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS WITH REMOVAL OF HEAVY PATIENT,E05000106,Bickley,E09000006,Bromley,Bromley,BR1
29921121,04/03/2012 11:31,2012,2011/12,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS WITH PATIENT,E05000324,Barnhill,E09000017,Hillingdon,Hillingdon,UB4
33827121,12/03/2012 09:43,2012,2011/12,Special Service,1,2,260,520,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST LAS WITH HEAVY PATIENT,E05000478,Canning Town South,E09000025,Newham,Plaistow,E16
37112121,18/03/2012 14:59,2012,2011/12,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS WITH HEAVY PATIENT,E05000210,Town,E09000010,Enfield,Enfield,EN2
38852121,21/03/2012 21:15,2012,2011/12,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS  WITH REMOVAL OF PATIENT,E05000179,Hanger Hill,E09000009,Ealing,Acton,W3
40158121,24/03/2012 09:19,2012,2011/12,Special Service,1,1,260,260,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS WITH DIFFICULT REMOVAL,E05000047,Coppetts,E09000003,Barnet,Southgate,N11
45244121,01/04/2012 18:27,2012,2012/13,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Assistance to other agencies,ASSIST AMBULANCE WITH HEAVY PATIENT,E05011226,Falconwood & Welling,E09000004,Bexley,Eltham,DA16
49972121,10/04/2012 20:22,2012,2012/13,Special Service,1,1,260,260,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,TO ASSIST AMBULANCE CREW WITH HEAVY PATIENT,E05000273,Hornsey,E09000014,Haringey,Hornsey,N8
63914121,09/05/2012 19:15,2012,2012/13,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Assistance to other agencies,ASSIST AMBULANCE WITH HEAVY CASUALTY,E05000196,Cockfosters,E09000010,Enfield,Southgate,N14
65680121,13/05/2012 08:17,2012,2012/13,Special Service,3,9,260,2340,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS WITH HEAVY PATIENT,E05011248,Mayfield,E09000026,Redbridge,Ilford,IG1
68518121,19/05/2012 04:57,2012,2012/13,Special Service,1,2,260,520,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,PERSON POSSIBLY COLLAPSED BEHIND DOOR,E05000436,Vassall,E09000022,Lambeth,Brixton,SE5
5660122,27/05/2012 22:47,2012,2012/13,Special Service,2,7,260,1820,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST AMBULANCE TO MOVE HEAVY PATIENT,E05011227,Longlands,E09000004,Bexley,Eltham,SE9
10558122,05/06/2012 16:32,2012,2012/13,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS LIFTING PATIENT OVER BANISTER,E05000494,West Ham,E09000025,Newham,Stratford,E13
15552122,15/06/2012 09:35,2012,2012/13,Special Service,1,1,260,260,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,PERSON SHUT IN LIFT - ELDERLY PERSON WITH HEART PROBS,E05000143,St. Pancras and Somers Town,E09000007,Camden,Euston,NW1
15588122,15/06/2012 10:56,2012,2012/13,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Other rescue/release of persons,Rescue/Release of person - Other action,ASSIST AMB WITH HEAVY PATIENT,E05000304,Wealdstone,E09000015,Harrow,Stanmore,HA3
18572122,20/06/2012 23:49,2012,2012/13,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Effecting entry/exit,Effecting entry/exit - To medical case,ASSIST AMBULANCE WITH HEAVY PATIENT,E05000308,Elm Park,E09000016,Havering,Hornchurch,RM12
20358122,24/06/2012 13:40,2012,2012/13,Special Service,1,2,260,520,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH HEAVY PATIENT,E05000219,Eltham South,E09000011,Greenwich,Eltham,SE9
20413122,24/06/2012 14:53,2012,2012/13,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH HEAVY PATIENT FALLEN FROM BED,E05000422,Gipsy Hill,E09000022,Lambeth,West Norwood,SE27
22268122,28/06/2012 03:50,2012,2012/13,Special Service,1,1,260,260,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,PERSON COLLAPSED BEHIND DOOR,E05011105,Newington,E09000028,Southwark,Old Kent Road,SE17
22290122,28/06/2012 06:08,2012,2012/13,Special Service,1,1,260,260,Self contained Sheltered Housing ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS LIFTING LARGE PATIENT,E05000106,Bickley,E09000006,Bromley,Bromley,BR1
22392122,28/06/2012 11:06,2012,2012/13,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH DIFFICULT REMOVAL OF PATIENT,E05000127,West Wickham,E09000006,Bromley,Bromley,BR4
73298121,08/07/2012 16:36,2012,2012/13,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST AMBULANCE WITH HEAVY CASUALTY,E05000125,Plaistow and Sundridge,E09000006,Bromley,Bromley,BR1
77032121,15/07/2012 22:49,2012,2012/13,Special Service,1,1,260,260,Pub/wine bar/bar ,Non Residential,1,Assist other agencies,Assist ambulance with over weight person,PERSON LOCKED IN TOILET,E05000264,Town,E09000013,Hammersmith and Fulham,Fulham,SW6
77607121,17/07/2012 00:36,2012,2012/13,Special Service,1,2,260,520,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH HEAVY PATIENT,E05000359,Hounslow Heath,E09000018,Hounslow,Feltham,TW4
80276121,22/07/2012 08:08,2012,2012/13,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH PERSON COLLAPSED BEHIND BATHROOM DOOR,E05011478,Sanderstead,E09000008,Croydon,Purley,CR2
88393121,05/08/2012 07:25,2012,2012/13,Special Service,2,3,260,780,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS IN MOVING PATIENT,E05000326,Brunel,E09000017,Hillingdon,Hillingdon,UB8
94450121,17/08/2012 00:08,2012,2012/13,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST AMB WITH REMOVAL OF PATIENT,E05000447,Lee Green,E09000023,Lewisham,Lee Green,SE12
96230121,20/08/2012 01:55,2012,2012/13,Special Service,2,3,260,780,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST AMBULANCE WITH HEAVY PATIENT,E05011469,Kenley,E09000008,Croydon,Purley,CR8
106599121,07/09/2012 16:20,2012,2012/13,Special Service,1,3,260,780,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST AMBULANCE WITH LARGE PATIENT,E05011232,Thamesmead East,E09000004,Bexley,Erith,SE2
107286121,08/09/2012 18:18,2012,2012/13,Special Service,1,1,260,260,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,RUNNING CALL TO ASSIST AMBULANCE WITH HEAVY PATIENT,E05000298,Pinner South,E09000015,Harrow,Harrow,HA5
108859121,11/09/2012 07:45,2012,2012/13,Special Service,1,1,260,260,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST POLICE GAIN ENTRY,E05000131,Cantelowes,E09000007,Camden,Kentish Town,NW1
